
"MORGANTOWN, Pennsylvania, United States, 19543", 2015-01-27 20:58:13.660316+00:00
"Denver, Colorado, USA, 80203", 2015-01-28 03:37:20.963313+00:00
"Atlanta, Georgia, United States, ", 2015-01-28 02:08:30.503871+00:00
"Lansing Charter Township, MI, United States, ", 2015-09-13 12:53:48.091657+00:00
"Cincinnati, OH, USA, 45212", 2015-01-28 03:46:36.928622+00:00
"Durham, NC, United States, 27713", 2015-01-28 14:29:14.899352+00:00
"Broomfield, CO, United States, ", 2015-01-29 00:24:50.979398+00:00
"La Rue Verte , St Lawrence, Jersey, ", 2015-01-29 22:58:06.798737+00:00
"Lisburn, Northern Ireland, United Kingdom, BT27 5EW", 2015-02-25 22:31:56.472215+00:00
"Smyrna, GA, United States, None", 2015-03-16 18:05:05.859136+00:00
"Glendale, CA, United States, ", 2015-01-28 02:13:32.622517+00:00
"Coplay, PA, United States, 18037", 2015-01-09 16:37:56.205852+00:00
"Girona, Catalonia, Spain, ", 2015-02-17 11:53:22.511912+00:00
"Madrid, Community of Madrid, Spain, ", 2015-02-23 13:44:27.143508+00:00
"Gilbert, Arizona, United States, 85297", 2015-05-16 16:30:36.338029+00:00
"Sewickley, PA, United States, 15143", 2015-02-24 22:39:09.455495+00:00
"Monument, Colorado, United States, 80132", 2015-01-28 02:23:54.327575+00:00
"Columbus, OH, United States, 43085", 2015-01-28 02:18:54.144402+00:00
"Wollongong, NSW, Australia, 2500", 2015-02-17 12:05:06.327892+00:00
"Pocatello, ID, USA, 83201", 2015-02-23 16:51:34.236523+00:00
"NA, PA, USA, 15003", 2015-02-24 23:26:08.980815+00:00
"Pittsburgh, PA, usa, 15203", 2015-05-16 16:32:46.266608+00:00
"Lac-Beauport, QC, Canada, ", 2015-05-22 14:13:48.214343+00:00
"Charlotte, NC, United States, 28207", 2015-01-28 02:34:40.836461+00:00
"Salt Lake City, UT, United States, None", 2015-05-17 14:01:47.495850+00:00
"Phillips, WI, United States, 54555", 2015-01-28 03:51:53.410744+00:00
"Antioch, IL, United States, ", 2015-01-28 14:46:38.004443+00:00
"Fort Collins, Emilia Romagna, USA, 80526", 2015-01-29 02:30:03.985230+00:00
"Aurora, Colorado, United States, 80014", 2015-01-30 00:02:43.507494+00:00
"Honolulu, Hawaii, USA, 96816", 2015-02-25 00:55:50.702032+00:00
"Salt Lake City, Utah, United States, ", 2015-02-03 21:42:55.957105+00:00
"Chicago, IL, US, ", 2015-02-23 19:11:53.825547+00:00
"Indianapolis, Indiana, United States, 46203", 2015-01-28 02:39:04.532686+00:00
"Catonsville, MD, United States, 21228", 2015-01-28 03:02:22.103447+00:00
"Surrey, BC, Canada, V4a3b7", 2015-01-28 02:45:58.086721+00:00
"Middleton, WI, USA, 53562", 2015-01-30 03:56:12.608455+00:00
"Cuyahoga Falls, OH, United States, 44221", 2015-01-28 03:18:15.930378+00:00
"Lloydminster, AB, Canada, None", 2015-01-28 15:55:33.507388+00:00
"Phillips, WI, USA, 54555", 2015-01-28 04:05:04.759784+00:00
"St Charles, IL, United States, 60175", 2015-01-28 13:54:10.547230+00:00
"Geneva, IL, United States, 60134", 2015-01-28 15:16:01.672260+00:00
"Columbus, Ohio, United States, 43206", 2015-01-28 16:46:47.788566+00:00
"Oak Park, IL, United States, 60304", 2015-01-28 16:58:07.961382+00:00
"Boulder, CO, United States, 80304", 2015-01-29 05:29:23.842059+00:00
"Silver Spring, Maryland, USA, 20906", 2015-02-04 01:55:02.918581+00:00
"Thousand Oaks, CA, USA, 91360", 2015-01-30 16:11:13.189616+00:00
"Palatine, IL, United States, 60067", 2015-01-28 18:59:45.647990+00:00
"na, na, United States, 46774", 2015-01-09 19:47:44.052892+00:00
"Clynnog Fawr, Wales, United Kingdom, ", 2015-01-28 20:39:02.133322+00:00
"Alginet, Comunidad Valenciana, Spain, 46230", 2015-02-17 12:47:09.781042+00:00
"Westminster, CO, United States, ", 2015-01-29 03:08:32.763089+00:00
"Eugene, OR, USA, 97402", 2015-02-04 04:01:30.267838+00:00
"Portland, Maine, United States, 04102", 2015-01-29 11:43:30.548580+00:00
"Brisbane, QLD, Australia, 4169", 2015-01-29 03:34:23.132141+00:00
"Boulder, CO, United States, 80304", 2015-01-29 13:04:05.826155+00:00
"Boulder, CO, United States, 80020", 2015-01-29 14:07:25.932120+00:00
"Hoffman Estates, IL, United States, 60169", 2015-01-29 22:47:40.207716+00:00
"Blacksburg, VA, United States, ", 2015-01-29 23:37:22.620110+00:00
"Annapolis, MD, USA, 21403", 2015-02-04 04:38:29.908902+00:00
"Boulder, CO, United States, 80304", 2015-01-29 07:25:59.117349+00:00
"Sunnyvale, California, United States, 94087", 2015-01-29 08:27:52.827795+00:00
"Boulder, CO, United States, 80302", 2015-01-29 12:19:12.228484+00:00
"Auckland, Auckland, New Zealand, ", 2015-02-26 08:36:56.490477+00:00
"Louisville, CO, United States, ", 2015-01-29 14:02:47.426060+00:00
"Boardman, Ohio, USA, 44512", 2015-01-29 18:22:02.484004+00:00
"Atlanta, Ga, usa, 30339", 2015-02-04 13:03:46.508551+00:00
"Erie, CO, United States, 80516", 2015-01-29 15:08:08.416563+00:00
"Park Gate, Hampshire, United Kingdom, ", 2015-01-29 16:41:40.389485+00:00
"Sandy, UT, United States, 84094", 2015-05-17 04:30:30.743694+00:00
"Niwot, Colorado, United States, 80503", 2015-01-29 17:19:20.065878+00:00
"Staunton, VA, United States, 24401", 2015-01-29 17:29:45.666202+00:00
"silver spring, md, usa, ", 2015-02-04 14:39:39.573514+00:00
"Livermore, CA, United States, 94550", 2015-01-30 00:13:08.933992+00:00
"Pleasanton, CA, United States, 94566", 2015-01-30 05:51:34.912089+00:00
"Jaen, Jaen, España, 23007", 2015-02-17 15:09:44.450075+00:00
"Pinellas Park, FL, United States, 33781", 2015-01-31 20:00:34.873626+00:00
"Sagamore Hills, OH, USA, 44067", 2015-01-30 19:51:29.011874+00:00
"Austin, TX, United States, 78759", 2015-05-18 19:04:53.505861+00:00
"Fort Collins, CO, United States, 80525", 2015-02-01 17:48:05.053163+00:00
"Elkridge, MD, USA, 21075", 2015-02-05 13:05:06.911275+00:00
"อ.เมืองสมุทรปราการ, จ.สมุทรปราการ, Thailand, ", 2015-01-30 08:22:57.386193+00:00
"Auckland, Auckland, New Zealand, 0782", 2015-01-31 08:30:33.060928+00:00
"Peterborough, Ontario, Canada, ", 2015-01-31 16:44:42.757227+00:00
"Greenwood Village, CO, USA, 80111", 2015-02-01 20:19:23.750725+00:00
"Mountain View, California, United States, 94041", 2015-02-25 01:39:03.461414+00:00
"Valencia, Valencia, España, 46017", 2015-02-17 15:14:44.370246+00:00
"Hudsonville, michigan, United states, 49426", 2015-09-13 14:51:51.815362+00:00
"Boulder, CO, United States, 80304", 2015-01-31 21:41:12.323663+00:00
"San Diego, CA, United States, ", 2015-02-01 20:22:05.560036+00:00
"Traverse City, Michigan, United States, 49696", 2015-10-02 12:02:17.623640+00:00
"Middlebury, CT, United States, 06762", 2015-02-09 20:00:35.888872+00:00
"Denver, Colorado, United States of America, 80209", 2015-02-02 03:01:29.956843+00:00
"Oakland, CA, United States, None", 2015-02-05 17:58:25.377710+00:00
"Fort Lauderdale, FL, United States, 33321", 2015-02-07 22:56:36.681899+00:00
"Laramie, WY, United States, ", 2015-02-01 23:16:59.435904+00:00
"Boulder, Colorado, United States, ", 2015-02-02 00:07:28.300709+00:00
"Los Angeles, CA, United States, 90043", 2015-02-06 06:20:40.025854+00:00
"Colorado Springs , Colorado, United States, 80907", 2015-02-02 04:00:18.503555+00:00
"Oakland, California, United States, 94610", 2015-02-08 13:54:12.610680+00:00
"Westfield, NJ, USA, 07090", 2015-02-10 00:51:24.326886+00:00
"Denver, CO, United States, ", 2015-02-02 03:58:42.663689+00:00
"Denver, Colorado, United States, ", 2015-02-02 04:49:48.003056+00:00
"Denver, CO, United States, ", 2015-02-02 13:32:26.151519+00:00
"Boulder, CO, United States, ", 2015-02-02 17:56:51.154599+00:00
"Minneapolis, MN, United States, ", 2015-02-17 16:10:45.293721+00:00
"Denver, CO, United States, ", 2015-02-02 19:25:23.698776+00:00
"Oakland, CA, Usa, 94618", 2015-02-10 03:46:40.325360+00:00
"Hilliard, OH, United States, ", 2015-02-02 20:54:55.441957+00:00
"Tigard, OR, United States, 97224", 2015-02-03 15:32:15.678252+00:00
"St. Johns, MI, United States, ", 2015-09-13 16:30:01.979574+00:00
"Bend, OR, United States, 97701", 2015-02-03 17:54:31.156700+00:00
"Boulder, CO, United States, 80304", 2015-02-03 19:32:10.088556+00:00
"Sewickley Heights, PA, United States, 15143", 2015-02-25 02:56:21.639637+00:00
"Somerville , MA, United States , 02143", 2015-02-11 22:34:22.122630+00:00
"Smyrna, GA, United States, 30080", 2015-02-03 20:31:14.178789+00:00
"Getxo, País Vasco, España, 48991", 2015-02-17 16:16:03.993032+00:00
"Westminster, Colorado, United States, 80021", 2015-02-12 16:16:38.669073+00:00
"SCOTTSDALE, az, united states, ", 2015-02-25 17:37:23.730752+00:00
"Portland, ME, United States, ", 2015-03-05 19:58:04.246789+00:00
"Lansdale, PA, United States, ", 2015-03-09 17:01:30.272190+00:00
"Orinda, CA, United States, 94618", 2015-10-06 19:59:50.993040+00:00
"Auckland, Auckland, New Zealand, 1024", 2015-02-03 20:58:47.306108+00:00
"San Jose, CA, United States, ", 2015-02-04 00:55:21.211329+00:00
"Atlanta, GA, United States, 30307", 2015-02-03 23:35:17.699563+00:00
"Syracuse, Utah, United States, 84075", 2015-05-18 19:24:01.146743+00:00
"Pleasanton, CA, United States, ", 2015-02-05 00:09:30.804245+00:00
"Victor, NY, United States, 14564", 2015-03-09 18:04:54.762834+00:00
"Horseheads, New york, Us, 14845", 2015-02-13 12:28:35.403079+00:00
"Huntington Beach, CA, United States, 92648", 2015-03-05 20:00:26.765480+00:00
"Los Altos, CA, United States, 94024", 2015-10-06 20:12:33.402147+00:00
"Tucson, Arizona, United States, 85710", 2015-02-06 04:08:41.204717+00:00
"Chandler, AZ, United States, 85226", 2015-05-16 16:32:50.784928+00:00
"Fort Worth, TX, United States, ", 2015-02-09 02:38:55.280922+00:00
"Longmont, CO, United States, 80504", 2015-02-09 15:24:09.052846+00:00
"Vacaville, CA, USA, 95688", 2015-03-09 18:51:02.447128+00:00
"Liverpool, England, United Kingdom, ", 2015-02-09 21:04:57.955917+00:00
"Middlebury, CT, United States, None", 2015-02-09 23:50:28.584351+00:00
"Boulder, CO, United States, 80304", 2015-02-10 01:25:42.562647+00:00
"Deerfield, IL, United States, 60015", 2015-02-10 00:58:40.516731+00:00
"Middlebury, CT, United States, 06762", 2015-02-10 14:29:50.313179+00:00
"Providence, RI, USA, ", 2015-05-18 19:44:52.879500+00:00
"Brooklyn, NY, USA, 11206", 2015-05-16 16:34:41.863099+00:00
"Tempe, AZ, United States, 85282", 2015-09-13 17:07:12.890761+00:00
"Arlington, Texas, United States, ", 2015-02-12 13:37:52.388439+00:00
"Mexico City, D.F., México, 03020", 2015-02-17 18:16:15.890321+00:00
"Honolulu, HI, USA, HI, United States, 96816", 2015-02-23 19:46:21.489777+00:00
"Moon Township, PA, United States, 15108", 2015-02-25 19:23:03.998797+00:00
"Sonoma, CA, United States, 95476", 2015-02-25 22:49:20.536453+00:00
"Redding, CA, United States, 96002", 2015-02-12 14:22:53.795290+00:00
"Boulder, CO, United States, None", 2015-02-13 23:22:47.253549+00:00
"Detroit, MI, United States, 48202", 2015-02-16 02:17:15.185148+00:00
"Redding, California, United States, 96003", 2015-02-14 00:51:53.972701+00:00
"Louisville, Kentucky, United States, 40222", 2015-02-16 02:32:37.393566+00:00
"Baltimore, MD, United States, 21218", 2015-09-13 18:57:27.340653+00:00
"Pittsburgh, PA, USA, 15227", 2015-02-25 19:49:48.400548+00:00
"Minneapolis, Minnesota, United States of America, 55407", 2015-02-26 02:41:57.905910+00:00
"Morgantown, PA, United States, 19543", 2015-02-15 21:03:39.270023+00:00
"Xalapa, VER, México, 91000", 2015-02-17 18:22:41.197045+00:00
"Lewis Center, Ohio, United States , 43035", 2015-02-16 02:12:44.338031+00:00
"Duluth, GA, United States, ", 2015-02-16 02:22:42.605645+00:00
"Kailua, HI, United States, ", 2015-02-23 19:58:51.459884+00:00
"Las Cruces, New Mexico, United States, 88011", 2015-02-16 03:45:45.432882+00:00
"New York, NY, United States, 11222", 2015-02-25 22:51:25.129216+00:00
"Yeovil, England, United Kingdom, ", 2015-03-02 21:11:49.654843+00:00
"Napa, California, United States, 94558", 2015-10-06 04:01:15.350196+00:00
"Erie, CO, Usa, 80516", 2015-02-26 05:46:13.409441+00:00
"Sharon, Massachusetts, United States, 02067-3505", 2015-02-16 02:09:21.023303+00:00
"Fort Mitchell, KY, United States, 41017", 2015-02-16 02:35:18.531125+00:00
"Placentia, California, United States, 92870", 2015-02-16 02:31:14.926537+00:00
"Easthampton, MA, United States, 01027", 2015-02-16 02:42:48.248124+00:00
"Edmonton, AB, Canada, T6A 2j1", 2015-02-16 02:42:56.120144+00:00
"Encinitas, CA, United States, ", 2015-05-16 17:15:16.141946+00:00
"Rochester, New York, United States, 14610", 2015-02-16 04:36:22.812424+00:00
"Arvada, CO, United States, 80002", 2015-02-16 04:04:28.612353+00:00
"Southsea, England, United Kingdom, ", 2015-02-16 06:26:28.761799+00:00
"Vancouver, BC, United States, None", 2015-03-09 23:08:49.325933+00:00
"Redhill, England, United Kingdom, ", 2015-03-02 21:32:25.158229+00:00
"Hill Country Village, Texas, United States, 78209", 2015-03-17 00:12:55.021681+00:00
"Curitiba , Paraná, Brasil , ", 2015-03-03 17:28:05.690279+00:00
"Longmont, CO, United States, 80503", 2015-05-21 17:40:08.389096+00:00
"New Orleans, Louisiana, United States, 70119", 2015-05-16 17:19:27.048826+00:00
"Lititz, PA, United States, 17543", 2015-02-26 02:31:42.984226+00:00
"San Francisco, CA, USA, ", 2015-05-16 17:21:22.170761+00:00
"Berkeley, CA, United States, 94704", 2015-05-17 04:41:41.254471+00:00
"Mountain View, CA, United States, ", 2015-05-18 02:39:57.141031+00:00
"Huntsville, AL, United States, 35803", 2015-05-18 19:46:39.837435+00:00
"Tulsa, OK, United States, 74133", 2015-02-26 14:44:14.312200+00:00
"Philadelphia, PA, United States, ", 2015-03-03 19:18:31.720083+00:00
"North Saint Paul, MN, United States, 55109", 2015-03-04 22:19:01.205738+00:00
"Piscataway, New Jersey, United States, 08854", 2015-05-26 20:30:02.320418+00:00
"Vacaville, CA, United States, 95688", 2015-03-05 21:05:12.646611+00:00
"San Diego, CA, USA, 92014", 2015-03-10 05:59:13.678488+00:00
"San Marcos, Texas, Usa, 78666", 2015-03-17 01:06:56.550149+00:00
"Falls Church, Virginia, United States, 22044", 2015-02-26 18:27:27.328971+00:00
"Mountain View, CA, United States, 94040", 2015-05-16 17:24:28.707613+00:00
"Norfolk, VA, United States, 23508", 2015-05-17 04:44:21.310411+00:00
"San Francisco, CA, United States, ", 2015-05-27 05:08:05.105570+00:00
"Willow Spring, NC, United States, 27592", 2015-05-30 02:37:53.856605+00:00
"Colchester, England, United Kingdom, CO1 2GX", 2015-02-26 21:13:22.767822+00:00
"San Francisco, CA, United States, 94109", 2015-02-26 23:10:31.594973+00:00
"Colchester, England, United Kingdom, CO3 9EB", 2015-02-26 23:08:32.684161+00:00
"Somerville, Massachusetts, United States, ", 2015-03-02 16:57:01.183630+00:00
"Charlotte, North Carolina, United States, 28205", 2015-05-17 05:11:13.011956+00:00
"Temple, GA, Carroll, 30179", 2015-03-05 01:19:42.739863+00:00
"Cortlandt Manor, NY, USA, 10567", 2015-03-07 04:15:49.384336+00:00
"Friday Harbor, WA, USA, 98250", 2015-03-05 21:14:17.100018+00:00
"Seattle, Washington, United States, 98106", 2015-05-27 15:29:57.807664+00:00
"Colchester, Essex, United Kingdom, ", 2015-02-27 01:31:14.289962+00:00
"witham, essex, uk, cm8", 2015-02-27 18:55:33.252894+00:00
"Westborough, MA, USA, 01581", 2015-03-02 17:24:32.567671+00:00
"Yeovil, England, United Kingdom, ba21 4dj", 2015-03-02 23:50:52.325629+00:00
"Bristol, Bristol, United Kingdom, ", 2015-03-03 08:26:34.440621+00:00
"Fayetteville, North Carolina, United States, 28312", 2015-03-04 03:45:32.569308+00:00
"Vacaville, CA, United States, 95687", 2015-03-05 17:23:32.870045+00:00
"Calgary, Alberta, Canada, T3L 1W7", 2015-03-05 04:10:32.845096+00:00
"Vacaville, CA, USA, 95688", 2015-03-05 23:50:48.295380+00:00
"Colchester, Essex, United Kingdom, ", 2015-02-27 11:48:12.290090+00:00
"Fort Collins, Colorado, United States, 80528", 2015-02-27 21:16:34.888164+00:00
"Daly City, CA, United States, ", 2015-02-27 22:43:12.112424+00:00
"Riyadh, Riyadh Province, Saudi Arabia, ", 2015-03-03 00:17:07.111162+00:00
"Gaithersburg, Maryland, USA, 20877", 2015-03-02 20:35:02.702262+00:00
"Gulf Breeze, FL, USA, 32563", 2015-03-06 00:29:38.831640+00:00
"Mansfield, Massachusetts, United States, None", 2015-03-07 16:29:55.026728+00:00
"Arvada, Colorado, United States, 80005", 2015-05-27 15:56:30.487899+00:00
"Potomac, MD, United States, 20854", 2015-02-28 10:21:02.428740+00:00
"Burnham On Crouch, England, United Kingdom, ", 2015-02-28 16:50:25.061826+00:00
"Newton, MA, USA, 02459", 2015-03-06 02:09:05.962229+00:00
"Dammam, NA, Saudi Arabia, ", 2015-03-19 09:35:24.772123+00:00
"Palatine, IL, United States, 60074", 2015-03-07 20:15:43.767509+00:00
"Surrey, BC, Canada, ", 2015-05-22 21:44:19.252094+00:00
"Orlando, FL, United States, 32817", 2015-03-02 15:35:59.775542+00:00
"London, NA, United Kingdom, ", 2015-03-02 20:41:38.362413+00:00
"Weymouth, Dorset, United Kingdom, DT4 0BY ", 2015-03-02 22:19:07.787276+00:00
"Melksham, Wiltshire, United Kingdom, ", 2015-03-03 08:56:25.999576+00:00
"Delmar, NY, United States, 12054", 2015-03-05 17:47:56.994932+00:00
"Middletown, DE, USA, 19709", 2015-03-06 04:06:46.942983+00:00
"Fairfax, CA, USA, 94930", 2015-05-22 21:45:27.989262+00:00
"Springfield, MO, United States of America, 65809", 2015-03-08 01:13:34.589791+00:00
"Honolulu, Hawaii, United States, 96822", 2015-05-27 17:59:58.760452+00:00
"Bruton, Somerset, United Kingdom, BA10 0HE", 2015-03-02 21:01:36.518563+00:00
"Yeovil, Somerset, United Kingdom, BA201AP", 2015-03-02 21:16:19.022978+00:00
"Worcester, Worcestershire, United Kingdom, ", 2015-03-02 22:27:09.607625+00:00
"Mountain View, CA, United States, 94041", 2015-05-16 17:27:49.751646+00:00
"Boulder, CO, United States, 80303", 2015-09-13 19:32:30.801456+00:00
"Arvada, CO, United States, 80002", 2015-05-27 19:14:29.911492+00:00
"Northampton, England, United Kingdom, NN1 3BA", 2015-03-03 12:34:55.618909+00:00
"Yeovil, England, United Kingdom, BA22 9TE", 2015-03-03 14:08:34.554623+00:00
"Salt Lake City, UT, United States, 84109", 2015-05-17 05:49:37.791149+00:00
"Newport, RI, United States, 02840", 2015-05-16 17:35:59.289085+00:00
"Sunnyvale, CA, USA, 94086", 2015-05-28 02:45:59.545709+00:00
"Sarnia, Ontario, Canada, N7T 6M8", 2015-09-13 19:58:48.688530+00:00
"Banbury, Oxfordshire, United Kingdom, ", 2015-03-03 14:38:27.248851+00:00
"London, United Kingdom, United Kingdom, W5 1TB", 2015-03-04 07:39:09.728608+00:00
"Chattanooga, TN, United States, ", 2015-03-05 04:18:02.278781+00:00
"Wadsworth, Ohio, United States, 44281", 2015-03-05 15:09:42.856162+00:00
"Huntersville, NC, United States, 28078", 2015-03-05 18:07:55.550379+00:00
"Savannah, Georgia, United States, 31419", 2015-03-08 14:03:42.305845+00:00
"Santa Cruz, CA, United States, 95060", 2015-03-03 16:19:54.229995+00:00
"Swansea, W Glam, United Kingdom, ", 2015-03-03 23:02:13.128860+00:00
"Leeds, England, United Kingdom, ", 2015-03-04 11:02:51.873176+00:00
"Royston, NA, United Kingdom, SG8 6HL", 2015-03-05 10:41:16.389052+00:00
"Idaho Springs, Colorado, USA, 80452", 2015-03-05 15:13:57.311056+00:00
"Marina Del Rey, CA, United States, None", 2015-05-22 22:00:06.626041+00:00
"alamogordo, new mexico, usa, 88310", 2015-03-05 15:38:06.636550+00:00
"Dubuque, IA, United States, 52073", 2015-03-05 20:30:17.085639+00:00
"Guyton, Georgia, United States, 31312", 2015-03-08 15:29:31.821760+00:00
"redding, ca, usa, 96001", 2015-05-28 04:11:45.682338+00:00
"Nottingham, England, United Kingdom, ", 2015-03-04 12:23:13.558392+00:00
"Dubuque, IA, USA, 52001", 2015-03-05 12:16:07.574109+00:00
"SAINT PETERSBURG, FL, United States, 33701", 2015-03-05 14:29:03.211164+00:00
"Charlotte, NC, United States, 28210", 2015-03-05 13:48:04.507348+00:00
"Houston, Texas, United States, 77062", 2015-03-05 15:22:09.090347+00:00
"Denver, CO, United States, 80211", 2015-03-05 15:26:31.374083+00:00
"Belvidere, IL, United States, ", 2015-03-05 18:15:49.067761+00:00
"Citrus Heights, CA, United States, 95610", 2015-03-05 17:53:51.021424+00:00
"Guilford, CT, United States, 06437", 2015-03-05 15:29:18.633175+00:00
"Washington, District of Columbia, United States, 20015", 2015-03-05 18:35:16.964566+00:00
"Highlands Ranch, CO, USA, ", 2015-03-05 19:45:45.149877+00:00
"Saint Paul, MN, United States, ", 2015-03-10 10:37:35.868147+00:00
"Naples, FL, USA, 34113", 2015-03-05 21:01:40.048564+00:00
"Melbourne, VIC, Australia, 3046", 2015-03-06 07:03:10.049920+00:00
"Charleston, South Carolina, United States, ", 2015-04-08 19:36:22.634440+00:00
"Sydney, NSW, Australia, 2031", 2015-05-22 23:19:04.218043+00:00
"Savannah, GA, USA, 31405", 2015-03-08 15:56:35.141910+00:00
"Lexington , MA, United States, 02421", 2015-03-05 20:08:55.677840+00:00
"Oakland, CA, United States, 94610", 2015-03-06 02:51:08.196714+00:00
"Coopersburg, PA, United States, 18036", 2015-03-06 02:55:53.985628+00:00
"Palmerton, PA, United States, 18071", 2015-03-06 13:37:34.583216+00:00
"Savannah, GA, United States, 31410", 2015-03-08 17:14:01.039245+00:00
"San Diego, CA, United States, ", 2015-05-13 18:05:46.092378+00:00
"Melbourne, VIC, Australia, ", 2015-03-06 07:17:02.863595+00:00
"Croydon, VIC, Australia, ", 2015-03-06 10:41:18.401203+00:00
"Tarragona, CT, Spain, ", 2015-03-06 10:30:09.557171+00:00
"Lafayette, Colorado, Boulder, 80026", 2015-05-28 12:57:32.277941+00:00
"Glendale, AZ, United States, 85308", 2015-03-06 18:03:10.444279+00:00
"McLean, Virginia, United States, 22102", 2015-03-06 14:42:55.478152+00:00
"Piedmont, CA, United States, 94611", 2015-03-06 22:07:20.320803+00:00
"Phoenix, Arizona, USA, 85331", 2015-03-09 00:16:42.314356+00:00
"Ridgewood, NEW JERSEY, United States, 07450", 2015-05-13 18:08:28.753798+00:00
"Raleigh, NC, United States, ", 2015-05-16 17:43:42.846030+00:00
"Oakland, CA, United States, 94610", 2015-03-06 23:23:36.258602+00:00
"Arlington, VA, United States, 22203", 2015-06-18 16:08:31.611208+00:00
"Pflugerville, Texas, United States, 78660", 2015-05-17 07:10:02.043309+00:00
"Granger, IN, United States, 46530", 2015-05-30 03:03:28.911007+00:00
"Denver, CO, United States, 80211", 2015-06-24 17:10:08.715448+00:00
"Bethesda, MD, United States, ", 2015-03-07 01:01:46.629110+00:00
"Los Angeles, CA, United States, 90274", 2015-05-18 03:44:55.669690+00:00
"Des Moines, Iowa, United States, 50317", 2015-05-16 17:46:02.208293+00:00
"Richmond, Virginia, United States, 23238", 2015-05-19 02:32:35.454070+00:00
"Sebring, FL, United States, 33872", 2015-05-17 08:18:08.248786+00:00
"Hamilton, MI, United States, ", 2015-09-13 20:56:10.213532+00:00
"Nampa, ID, United States, ", 2015-03-07 02:32:33.262602+00:00
"Dallas, TX, United States, 75206", 2015-03-07 15:39:09.129430+00:00
"Stanford, CA, United States, 94305", 2015-03-07 19:24:28.431129+00:00
"Ridgeland, SC, United States, 29936", 2015-03-08 13:59:12.522324+00:00
"Athens, GA, United States, 30683", 2015-03-10 13:30:48.754610+00:00
"Lancaster, PA, USA, ", 2015-05-16 17:47:27.249292+00:00
"Chico, CA, United States, 95928", 2015-10-07 17:26:50.445430+00:00
"Shelby Twp, MI, USA, 48316", 2015-05-13 18:12:03.370883+00:00
"Portland, OR, United States, 97203", 2015-06-24 17:18:58.678115+00:00
"Charlotte, NC, United States, 28210", 2015-03-08 15:20:58.064540+00:00
"Atlanta, GA, United States, 30319", 2015-03-09 12:11:22.962310+00:00
"St. Augustine, FL, United States, 32084", 2015-03-09 14:19:54.011780+00:00
"Philadelphia, PA, United States, ", 2015-03-09 15:21:06.565078+00:00
"Milton, GA, United States, ", 2015-03-09 19:25:22.423480+00:00
"Decatur, Georgia, United States, 30033", 2015-03-10 15:05:10.820056+00:00
"Columbus, IN, US, 47201", 2015-05-16 17:50:37.332043+00:00
"Farmington Hills, Michigan, United States, 48335", 2015-05-13 18:13:26.604841+00:00
"Niwot, CO, United States of America, 80301", 2015-05-30 14:04:35.295513+00:00
"Austell, GA, United States, ", 2015-03-10 01:16:03.785273+00:00
"Concord, NC, USA, 28027", 2015-05-13 18:13:58.094719+00:00
"Powder Springs, Georgia, United States, ", 2015-03-10 17:29:11.614439+00:00
"Washington, DC, United States, None", 2015-05-13 18:17:03.022275+00:00
"Colorado Springs, CO, United States, 80919", 2015-05-16 17:53:50.722940+00:00
"Napa, CA, United States, ", 2015-10-06 04:06:11.377100+00:00
"Alameda, CA, United States, 94501", 2015-03-10 20:06:57.824492+00:00
"Portland, OR, United States, ", 2015-03-19 16:39:01.631654+00:00
"Forest Grove, OR, United States, 97116", 2015-03-23 04:48:47.806509+00:00
"Portland, ME, United States, 04101", 2015-03-31 17:16:58.858597+00:00
"Granite Bay, CA, United States, 95746", 2015-04-03 23:22:29.129377+00:00
"Los Altos, CA, USA, 94024", 2015-10-06 04:15:55.506876+00:00
"Goodyear, AZ, United States, 85338", 2015-05-13 18:18:47.044250+00:00
"Kailua , HI, United States, ", 2015-03-10 22:10:33.150737+00:00
"Phoenix, AZ, United States, 85004", 2015-05-16 17:56:01.915916+00:00
"Empire Bay, New South Wales, Australia, 2257", 2015-03-11 06:37:43.691609+00:00
"Pasadena, CA, United States, None", 2015-03-12 08:21:15.448699+00:00
"Brooklyn, NY, USA, 11217", 2015-03-20 14:59:57.519118+00:00
"fishers, indiana, USA, 46038", 2015-03-23 15:38:38.936342+00:00
"Buenos Aires, Buenos Aires, Argentina, 1424", 2015-04-01 15:31:21.477966+00:00
"Madison, WI, USA, 537055041", 2015-04-10 16:20:59.488912+00:00
"San Jose, CA, USA, 95138", 2015-05-31 19:05:43.999918+00:00
"Louisville, kentucky, USA, 40216", 2015-05-13 18:26:54.011802+00:00
"Austin, TX, United States, ", 2015-09-13 22:09:11.578742+00:00
"Philadelphia, PA, United States, 19130", 2015-10-03 01:01:57.226018+00:00
"San Antonio, TX, United States, 78209", 2015-03-14 21:20:09.335142+00:00
"Kihei, HI, USA, 96753", 2015-03-20 18:59:30.738375+00:00
"Portland, Oregon, United States, 97239", 2015-03-23 15:51:19.066814+00:00
"Kintnersville, Pennsylvania, United States, 18930", 2015-03-25 16:08:48.795674+00:00
"San Diego, California, United States, ", 2015-03-27 01:04:56.084632+00:00
"Denver, CO, United States, ", 2015-04-01 20:38:12.987856+00:00
"San Antonio, TX, United States, 78209", 2015-03-14 21:42:48.156391+00:00
"Austin, TX, United States, 78704", 2015-03-15 18:21:14.360081+00:00
"Denver, CO, us, 80210", 2015-04-01 21:01:07.841910+00:00
